Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Mean,Std
-0.13638660742806866,-0.07632914402168352,-0.10745199184661185,-0.15054731664453774,,
-0.07316656512556066,-0.12201660152503427,0.11282210225620903,0.08248017494545082,-0.5366019299674104,5.221111771596787
-0.08949834699824512,-0.012081772021944345,0.15259919808114858,-0.0508380412437528,-243.5402088997082,8.687544853577515
-0.09965103697504894,0.11038117613003022,0.07412677835443342,-0.0847168853529303,1.1172358175267563,5.221179814553275
0.04263017490359613,0.06138003292267677,0.044744798538539986,-0.14873603810797656,3.1972989289191833,4.118359221455935
-0.04285999468521729,-0.08128847694898636,0.16194885664935363,-0.03764557805783602,-236.9257215636501,480.8737108390412
